date,open,high,low,close,volume
2024-11-19,4924.95,4951.35,4878.6,4892.7,436205.0
2024-11-21,4875.0,4885.0,4746.9,4803.35,1036549.0
2024-11-22,4789.05,4871.0,4765.6,4848.35,410476.0
2024-11-25,4905.0,4980.0,4874.0,4903.95,722912.0
2024-11-26,4903.95,5030.3,4892.95,5013.6,314200.0
2024-11-27,5013.6,5025.0,4941.0,4984.15,255840.0
2024-11-28,4986.6,5012.55,4891.15,4923.65,321308.0
2024-11-29,4880.0,4955.95,4880.0,4941.15,212644.0
2024-12-02,4930.5,4959.0,4866.2,4907.25,314800.0
2024-12-03,4899.55,4919.8,4875.85,4909.6,289449.0
2024-12-04,4916.45,4973.9,4841.0,4851.55,392107.0
2024-12-05,4860.0,4893.0,4805.6,4872.0,526114.0
2024-12-06,4872.0,4906.7,4840.0,4870.85,236965.0
2024-12-09,4844.95,4855.9,4750.05,4793.0,467154.0
2024-12-10,4799.85,4829.95,4783.05,4787.25,264213.0
2024-12-11,4808.0,4915.0,4793.25,4889.5,358246.0
2024-12-12,4900.0,4908.95,4810.0,4828.35,406271.0
2024-12-13,4824.0,4863.1,4773.0,4850.1,284721.0
2024-12-16,4869.0,4869.0,4790.0,4846.5,208757.0
2024-12-17,4816.5,4839.9,4765.15,4776.75,312523.0
2024-12-18,4775.0,4798.9,4752.55,4782.65,228821.0
2024-12-19,4750.0,4803.8,4725.65,4785.75,247805.0
2024-12-20,4790.0,4807.5,4680.5,4698.1,363168.0
2024-12-23,4705.0,4735.0,4663.8,4704.35,332554.0
2024-12-24,4702.05,4766.55,4690.05,4744.1,227672.0
2024-12-26,4754.9,4797.1,4708.0,4761.65,398117.0
2024-12-27,4776.0,4807.35,4738.45,4769.3,131505.0
2024-12-30,4759.7,4818.0,4738.0,4799.45,271403.0
2024-12-31,4795.0,4795.0,4741.2,4762.75,255918.0
2025-01-01,4752.2,4819.7,4752.2,4794.75,87260.0
2025-01-02,4790.05,4806.95,4723.1,4787.8,402766.0
2025-01-03,4800.0,4859.45,4785.75,4834.1,341848.0
2025-01-06,4873.5,4873.5,4773.3,4791.25,619930.0
2025-01-07,4804.95,4885.8,4804.95,4832.25,450200.0
2025-01-08,4850.0,4871.9,4760.15,4859.9,371105.0
2025-01-09,4860.55,5050.0,4840.05,4926.3,832814.0
2025-01-10,4928.5,4958.4,4881.65,4939.2,305669.0
2025-01-13,4922.2,4997.9,4906.0,4927.05,448698.0
2025-01-14,4948.95,4950.0,4850.1,4862.4,283367.0
2025-01-15,4871.0,4937.2,4804.1,4877.0,242422.0
2025-01-16,4886.05,4900.0,4743.1,4844.55,454269.0
2025-01-17,4846.1,4923.5,4815.7,4854.4,492847.0
2025-01-20,4860.0,4908.0,4836.65,4885.4,155962.0
2025-01-21,4885.4,4944.15,4850.1,4903.85,377457.0
2025-01-22,4930.0,4975.2,4883.2,4956.7,460132.0
2025-01-23,4944.15,5042.95,4883.2,5012.6,361082.0
2025-01-24,5037.7,5108.0,5013.15,5101.55,509954.0
2025-01-27,5103.65,5215.0,5103.05,5176.25,937878.0
2025-01-28,5181.15,5216.25,5018.2,5060.75,456912.0
2025-01-29,5100.0,5100.0,4991.0,5037.05,298533.0
2025-01-30,5037.1,5105.0,5034.95,5075.35,354016.0
2025-01-31,5104.0,5170.0,5040.1,5129.65,316771.0
2025-02-03,5232.6,5232.6,5015.0,5105.55,517520.0
2025-02-04,5118.0,5118.0,4990.3,5028.35,434664.0
2025-02-05,5058.0,5058.0,4924.35,4932.65,384948.0
2025-02-06,4932.1,4978.8,4906.05,4956.05,466931.0
2025-02-07,5010.0,5075.4,4844.0,4870.5,701024.0
2025-02-10,4915.0,5009.0,4877.0,4909.65,625074.0
2025-02-11,4910.95,4939.55,4854.0,4904.05,279638.0
2025-02-12,4899.05,4932.95,4843.55,4918.3,336331.0
2025-02-13,4915.95,4950.75,4867.25,4888.7,341650.0
2025-02-14,4891.7,4955.0,4873.75,4939.65,489241.0
2025-02-17,4934.5,4969.0,4911.9,4963.7,275352.0
2025-02-18,4963.7,4967.05,4859.4,4891.2,314216.0
2025-02-19,4881.0,4899.0,4812.35,4837.5,215919.0
2025-02-20,4819.0,4847.0,4792.0,4832.4,319761.0
2025-02-21,4850.0,4850.2,4783.55,4831.9,334003.0
2025-02-24,4750.0,4829.5,4702.0,4804.3,259886.0
2025-02-25,4785.9,4853.7,4760.0,4798.05,479647.0
2025-02-27,4798.05,4860.7,4766.5,4782.8,386556.0
2025-02-28,4782.8,4786.45,4553.8,4595.45,676501.0
2025-03-03,4595.45,4672.0,4548.15,4596.6,412033.0
2025-03-04,4530.05,4581.0,4506.0,4575.2,321501.0
2025-03-05,4579.9,4735.2,4560.0,4722.15,350741.0
2025-03-06,4725.0,4799.9,4654.65,4702.55,460852.0
2025-03-07,4690.0,4765.0,4660.0,4748.25,191644.0
2025-03-10,4749.0,4823.95,4710.05,4737.7,290019.0
2025-03-11,4720.0,4795.0,4711.55,4762.05,147357.0
2025-03-12,4769.9,4801.5,4712.4,4792.05,223033.0
2025-03-13,4790.0,4838.0,4712.8,4728.25,284758.0
2025-03-17,4600.0,4743.05,4600.0,4674.9,322411.0
2025-03-18,4695.65,4782.9,4682.7,4768.3,242447.0
2025-03-19,4797.0,4797.0,4673.3,4707.1,469240.0
2025-03-20,4741.9,4840.0,4715.0,4831.1,265168.0
2025-03-21,4840.0,4853.15,4786.55,4814.0,304441.0
2025-03-24,4816.4,4832.8,4770.25,4796.85,173845.0
2025-03-25,4792.0,4865.0,4738.6,4845.2,422209.0
2025-03-26,4846.9,4876.6,4794.05,4849.7,453242.0
2025-03-27,4830.0,4925.4,4780.05,4841.2,6750074.0
2025-03-28,4861.95,5028.65,4861.95,4936.9,415586.0
2025-04-01,4890.1,4965.0,4882.55,4900.8,557968.0
2025-04-02,4905.8,5055.0,4900.8,5037.4,459267.0
2025-04-03,4990.05,5090.0,4982.0,5073.45,339959.0
2025-04-04,5033.45,5150.0,4977.85,5023.4,722283.0
2025-04-07,4622.0,5072.0,4605.05,5055.85,841464.0
2025-04-08,5062.45,5188.1,5038.65,5179.35,303185.0
2025-04-09,5149.5,5352.1,5149.5,5339.45,549745.0
2025-04-11,5400.75,5400.75,5306.5,5350.2,304650.0
2025-04-15,5428.9,5432.0,5309.0,5391.3,446075.0
2025-04-16,5350.5,5442.0,5350.5,5416.2,215423.0
2025-04-17,5420.0,5469.3,5396.8,5454.6,186873.0
2025-04-21,5480.5,5480.5,5370.0,5393.2,201975.0
2025-04-22,5440.0,5485.0,5384.0,5435.5,286928.0
2025-04-23,5435.5,5549.0,5406.3,5544.3,266881.0
2025-04-24,5550.0,5622.7,5427.7,5461.9,339754.0
2025-04-25,5462.1,5521.0,5362.0,5420.5,244513.0
2025-04-28,5413.0,5481.8,5403.3,5428.8,107666.0
2025-04-29,5428.8,5535.0,5405.5,5468.3,294207.0
2025-04-30,5484.0,5546.8,5386.1,5438.9,284371.0
2025-05-02,5380.0,5407.0,5276.5,5307.5,319097.0
2025-05-05,5319.0,5380.0,5310.0,5359.0,97149.0
2025-05-06,5350.0,5415.5,5311.0,5393.5,175899.0
2025-05-07,5361.0,5395.0,5318.5,5351.0,168716.0
2025-05-08,5351.0,5480.0,5314.5,5391.0,265391.0
2025-05-09,5374.5,5503.5,5354.5,5436.0,476782.0
2025-05-12,5540.0,5621.5,5415.0,5608.5,192712.0
2025-05-13,5629.5,5640.0,5462.0,5485.0,366566.0
2025-05-14,5456.0,5585.5,5437.5,5484.0,389963.0
2025-05-15,5509.0,5529.5,5457.5,5465.0,462518.0
2025-05-16,5472.0,5527.0,5452.5,5501.5,154274.0
2025-05-19,5501.5,5547.5,5460.0,5519.5,147864.0
2025-05-20,5518.0,5550.0,5420.0,5428.0,275067.0
2025-05-21,5435.0,5534.0,5416.5,5493.5,166304.0
2025-05-22,5493.5,5495.5,5415.0,5437.5,211388.0
2025-05-23,5459.0,5499.0,5406.0,5486.5,100229.0
2025-05-26,5500.0,5547.5,5489.0,5525.0,140009.0
2025-05-27,5525.0,5540.0,5475.0,5496.5,166840.0
2025-05-28,5495.0,5505.5,5410.0,5473.0,321303.0
2025-05-29,5502.0,5533.5,5452.5,5495.5,201350.0
2025-05-30,5495.5,5532.0,5437.5,5510.5,401901.0
2025-06-02,5515.0,5722.0,5511.5,5605.0,625172.0
2025-06-03,5605.0,5639.0,5545.5,5575.5,166545.0
2025-06-04,5580.0,5595.0,5520.5,5542.0,334358.0
2025-06-05,5542.0,5611.0,5520.5,5600.0,218004.0
2025-06-06,5606.5,5645.5,5555.0,5607.5,152475.0
2025-06-09,5639.0,5721.0,5588.5,5697.0,174499.0
2025-06-10,5731.0,5731.0,5657.0,5667.0,456712.0
2025-06-11,5660.0,5700.0,5634.0,5650.0,138866.0
2025-06-12,5698.0,5698.0,5560.0,5569.5,305696.0
2025-06-13,5509.0,5593.5,5425.0,5570.0,324985.0
2025-06-16,5552.0,5572.0,5514.5,5560.5,239006.0
2025-06-17,5550.0,5597.0,5530.0,5568.5,277917.0
2025-06-18,5575.0,5619.5,5545.0,5572.5,220971.0
2025-06-19,5587.0,5609.5,5522.5,5558.0,114523.0
2025-06-20,5564.0,5600.0,5511.0,5587.0,395396.0
2025-06-23,5551.0,5589.0,5450.5,5569.5,221233.0
2025-06-24,5600.0,5638.0,5555.5,5617.0,183157.0
2025-06-25,5630.0,5734.5,5610.5,5708.0,282474.0
2025-06-26,5725.0,5840.0,5710.0,5828.0,456290.0
2025-06-27,5849.0,5849.0,5748.0,5794.5,350140.0
2025-06-30,5800.0,5860.0,5761.0,5851.0,257865.0
2025-07-01,5865.0,5869.5,5721.0,5743.5,178343.0
2025-07-02,5747.5,5832.5,5677.5,5790.0,300622.0
2025-07-03,5799.5,5887.5,5781.0,5794.5,224236.0
2025-07-04,5819.5,5844.0,5756.5,5771.5,145106.0
2025-07-07,5800.0,5899.5,5788.0,5884.0,259829.0
2025-07-08,5890.0,5922.0,5811.5,5839.0,423998.0
2025-07-09,5858.0,5900.0,5813.5,5882.0,232000.0
2025-07-10,5905.0,5930.5,5850.5,5878.0,191446.0
2025-07-11,5878.0,5904.5,5717.0,5758.5,175941.0
2025-07-14,5758.0,5758.0,5758.0,5758.0,32422.0
2025-07-15,5800.0,5820.0,5762.0,5785.5,164143.0
2025-07-16,5785.5,5829.0,5736.0,5786.5,261589.0
2025-07-17,5792.5,5860.0,5785.5,5807.5,196555.0
2025-07-18,5807.5,5820.0,5726.0,5735.5,196043.0
2025-07-21,5735.0,5741.0,5669.0,5681.5,329167.0
2025-07-22,5695.5,5738.5,5634.0,5708.5,235846.0
2025-07-23,5737.0,5757.0,5670.0,5719.5,246735.0
2025-07-24,5724.5,5751.5,5651.5,5673.0,229097.0
2025-07-25,5673.0,5698.0,5570.0,5594.0,233003.0
2025-07-28,5596.5,5669.0,5571.0,5624.5,173142.0
2025-07-29,5601.5,5655.0,5572.0,5626.0,363002.0
2025-07-30,5627.0,5758.5,5627.0,5747.0,176798.0
2025-07-31,5746.0,5825.0,5719.5,5771.0,344973.0
2025-08-01,5799.5,5899.0,5776.5,5798.0,244870.0
2025-08-04,5752.5,5802.0,5714.0,5787.0,189672.0
2025-08-05,5795.0,5795.0,5610.5,5635.5,380387.0
2025-08-06,5599.5,5625.0,5371.0,5402.5,1123534.0
2025-08-07,5380.5,5560.0,5380.5,5476.5,795974.0
2025-08-08,5479.5,5503.0,5380.0,5387.0,551451.0
2025-08-11,5361.0,5400.0,5310.5,5381.5,598841.0
2025-08-12,5390.5,5390.5,5317.5,5338.0,323204.0
2025-08-13,5363.5,5393.0,5299.0,5375.5,388683.0
2025-08-14,5395.0,5398.5,5298.0,5302.5,215308.0
2025-08-18,5400.0,5667.0,5400.0,5439.0,509058.0
2025-08-19,5446.0,5513.0,5399.0,5499.0,153026.0
2025-08-20,5482.0,5734.5,5475.5,5701.0,453573.0
2025-08-21,5701.0,5711.5,5586.0,5597.5,273141.0
2025-08-22,5622.0,5667.5,5525.5,5545.5,269981.0
2025-08-25,5565.5,5608.5,5545.0,5550.5,145718.0
2025-08-26,5574.5,5794.5,5574.5,5765.5,1307463.0
2025-08-28,5765.5,5780.0,5702.5,5721.0,379247.0
2025-08-29,5671.0,5893.5,5671.0,5824.0,699161.0
2025-09-01,5838.5,5873.0,5779.0,5846.5,210421.0
2025-09-02,5840.0,5920.5,5823.0,5891.5,492611.0
2025-09-03,5891.0,5928.5,5865.0,5908.0,399664.0
2025-09-04,6201.0,6336.0,6053.5,6083.0,1385580.0
2025-09-05,6066.0,6104.5,5998.5,6076.0,352302.0
2025-09-08,6117.5,6178.0,6065.0,6115.5,250083.0
2025-09-09,6116.0,6165.0,6088.0,6142.5,216456.0
2025-09-10,6144.5,6238.5,6117.0,6199.0,346491.0
2025-09-11,6180.0,6319.5,6150.0,6300.5,406083.0
2025-09-12,6276.0,6285.5,6207.0,6247.0,212051.0
2025-09-15,6250.0,6270.0,6202.5,6212.0,166253.0
2025-09-16,6219.5,6225.0,6180.0,6202.5,261236.0
2025-09-17,6202.5,6205.0,6035.0,6097.5,713445.0
2025-09-18,6105.0,6129.0,6062.0,6100.5,267540.0
2025-09-19,6105.5,6110.0,6048.0,6069.5,345995.0
2025-09-22,6075.0,6108.0,6025.0,6056.5,394394.0
2025-09-23,6066.5,6069.5,5927.0,5934.0,333112.0
2025-09-24,5935.0,6050.0,5905.5,5970.5,360372.0
2025-09-25,5970.5,6036.0,5939.5,5953.5,374676.0
2025-09-26,5955.0,5980.5,5900.0,5920.5,189383.0
2025-09-29,5900.0,5990.0,5841.0,5929.0,259852.0
2025-09-30,5953.0,6031.0,5917.5,5991.0,298070.0
2025-10-01,5960.5,6018.0,5904.0,5966.5,324111.0
2025-10-03,5965.0,6014.0,5931.5,5992.5,268735.0
2025-10-06,6015.5,6034.0,5957.5,6011.0,197199.0
2025-10-07,6012.0,6036.0,5867.0,5887.0,240923.0
2025-10-08,5855.0,5902.0,5801.5,5836.0,239639.0
2025-10-09,5836.0,5893.0,5795.5,5876.0,231585.0
2025-10-10,5874.5,5920.0,5858.5,5871.5,228395.0
2025-10-13,5871.5,5953.0,5848.0,5862.0,238217.0
2025-10-14,5869.0,5885.0,5794.0,5800.5,176227.0
2025-10-15,5815.0,5880.5,5782.0,5857.5,221062.0
2025-10-16,5876.0,6040.5,5858.0,6025.5,364305.0
2025-10-17,6037.0,6149.0,5994.0,6083.0,392965.0
2025-10-20,6124.0,6148.0,6062.5,6070.0,181283.0
2025-10-21,6108.0,6108.0,6050.0,6075.0,9159.0
2025-10-23,6075.0,6145.0,6049.0,6068.0,255605.0
2025-10-24,6068.0,6069.5,5987.0,6053.0,82081.0
2025-10-27,6053.0,6053.0,5811.5,5912.0,433152.0
2025-10-28,5939.0,5939.0,5806.5,5861.0,392984.0
2025-10-29,5894.0,5906.0,5840.0,5852.5,119742.0
2025-10-30,5850.0,5869.5,5792.0,5859.5,258697.0
2025-10-31,5878.0,5905.0,5825.0,5836.5,264794.0
2025-11-03,5834.0,5899.5,5775.0,5820.5,279737.0
2025-11-04,5820.5,5920.0,5805.0,5892.5,363441.0
2025-11-06,6186.0,6191.5,5993.5,6013.5,1038063.0
2025-11-07,5970.0,6169.5,5913.5,6157.5,715809.0
2025-11-10,6190.0,6261.5,6121.5,6133.5,395489.0
2025-11-11,5950.0,5965.0,5723.0,5950.5,2154927.0
2025-11-12,5950.5,5970.0,5841.0,5880.0,609987.0
2025-11-13,5902.0,5918.0,5835.5,5851.5,361321.0
2025-11-14,5851.0,5851.0,5750.0,5803.5,415356.0
2025-11-17,5803.5,5850.0,5782.0,5830.5,332821.0
2025-11-18,5818.0,5862.0,5805.5,5840.0,262201.0
2025-11-19,5850.0,5882.5,5804.5,5874.5,280409.0
2025-11-20,5882.0,5900.0,5763.5,5819.0,641980.0
2025-11-21,5816.0,5855.0,5764.5,5813.0,320317.0
2025-11-24,5815.0,5849.0,5785.0,5815.5,696665.0
2025-11-25,5815.5,5878.0,5790.0,5867.0,309271.0
2025-11-26,5865.0,5904.5,5843.0,5880.5,157291.0
2025-11-27,5890.5,5900.0,5815.5,5826.5,156675.0
2025-11-28,5826.5,5852.0,5795.0,5846.0,220417.0
2025-12-01,5825.0,5856.0,5800.0,5813.5,199275.0
2025-12-02,5792.0,5894.0,5792.0,5875.5,290994.0
2025-12-03,5908.0,5908.0,5812.0,5824.5,308053.0
2025-12-04,5840.0,5882.5,5824.5,5876.5,239085.0
2025-12-05,5855.0,5974.0,5838.5,5961.0,244408.0
2025-12-08,5961.0,5985.0,5825.0,5847.5,185407.0
2025-12-09,5850.0,5893.0,5780.0,5884.0,174714.0
2025-12-10,5904.0,5966.0,5812.0,5828.5,329466.0
2025-12-11,5840.0,5895.0,5813.0,5847.0,115481.0
2025-12-12,5848.0,5925.5,5830.0,5915.5,202721.0
2025-12-15,5915.5,6055.0,5857.0,6038.0,244119.0
2025-12-16,6059.5,6145.0,6032.0,6066.0,284337.0
2025-12-17,6060.0,6116.0,6051.0,6096.0,298257.0
2025-12-18,6132.0,6134.5,6012.5,6040.5,199067.0
2025-12-19,6020.0,6116.0,5992.5,6103.0,179450.0
2025-12-22,6102.5,6102.5,6066.0,6083.0,206588.0
2025-12-23,6083.0,6119.0,6030.0,6061.0,216840.0
2025-12-24,6065.0,6078.0,6004.0,6030.0,97580.0
2025-12-26,6006.5,6069.5,6002.0,6032.5,65992.0
2025-12-29,6039.0,6065.5,6005.0,6041.5,103209.0
2025-12-30,6045.0,6045.5,5980.0,6013.0,205456.0
2025-12-31,6013.0,6070.0,5995.0,6031.0,179577.0
2026-01-01,6031.0,6063.0,5992.0,6009.5,138484.0
2026-01-02,6009.5,6033.0,5941.5,5984.5,265702.0
2026-01-05,5970.0,6092.0,5930.5,6026.5,468880.0
2026-01-06,6040.0,6142.5,5948.5,6129.5,300112.0
2026-01-07,6200.0,6271.0,6157.5,6185.0,437361.0
2026-01-08,6155.0,6158.5,5945.5,6033.5,641813.0
2026-01-09,6033.5,6106.5,5930.0,5977.5,139764.0
2026-01-12,5977.5,6000.5,5905.0,5943.5,228799.0
2026-01-13,5930.0,5970.0,5896.0,5918.0,327794.0
2026-01-14,5893.5,5945.5,5868.0,5906.5,307200.0
2026-01-16,5875.0,5944.0,5862.0,5898.5,453904.0
2026-01-19,5898.5,5970.0,5879.0,5943.5,145915.0
2026-01-20,5943.5,5994.5,5862.0,5884.0,350070.0
2026-01-21,5870.0,5899.0,5787.0,5802.5,662863.0
2026-01-22,5850.0,5975.0,5819.0,5932.0,435081.0
2026-01-23,5950.0,5964.0,5813.5,5835.0,142248.0
2026-01-27,5839.0,5925.0,5805.0,5886.0,1044402.0
2026-01-28,5924.0,5924.0,5680.0,5748.5,442618.0
2026-01-29,5711.5,5733.0,5693.0,5723.0,343244.0
2026-01-30,5723.0,5887.5,5710.5,5860.5,806045.0
2026-02-02,5733.0,5899.0,5697.5,5888.5,279213.0
2026-02-03,5920.0,5975.5,5821.0,5882.0,349825.0
2026-02-04,5899.5,5965.0,5855.0,5879.0,160343.0
2026-02-05,5855.0,5946.5,5844.5,5870.5,275290.0
2026-02-06,5870.0,5917.0,5805.0,5911.0,186858.0
2026-02-09,5900.5,5915.5,5792.5,5843.0,331118.0
2026-02-10,5874.0,5893.5,5847.0,5873.5,276901.0
2026-02-11,6000.0,6156.0,5973.5,6019.0,771051.0
2026-02-12,6057.0,6148.0,6020.0,6102.0,455997.0
2026-02-13,6080.0,6098.5,5968.0,5980.5,159821.0
2026-02-16,5980.0,6134.0,5964.5,6106.0,255274.0
2026-02-17,6106.0,6154.5,6066.5,6145.5,164220.0
2026-02-18,6161.0,6190.0,6116.0,6176.0,193569.0
2026-02-19,6170.0,6198.0,6093.5,6108.5,127940.0
2026-02-20,6109.0,6137.5,6066.5,6098.5,388361.0
2026-02-23,6136.0,6150.0,6042.0,6122.5,225252.0
2026-02-24,6083.0,6173.5,6065.5,6162.5,193510.0
2026-02-25,6170.0,6208.5,6140.0,6158.0,253773.0
2026-02-26,6158.0,6187.0,6070.0,6137.0,245317.0
2026-02-27,6135.5,6142.5,5975.0,6002.5,350612.0
2026-03-02,5866.0,6001.0,5866.0,5959.0,185417.0
2026-03-04,5901.5,5924.0,5845.5,5889.5,293377.0
2026-03-05,5899.0,5997.5,5851.0,5963.0,211179.0
2026-03-06,5948.0,6013.0,5926.5,5983.0,348722.0
2026-03-09,5930.0,5932.5,5815.5,5890.0,245594.0
2026-03-10,5911.0,5995.0,5911.0,5968.0,283327.0
2026-03-11,5981.0,5995.0,5900.0,5921.5,298621.0
2026-03-12,5910.0,5910.0,5713.0,5787.0,996754.0
2026-03-13,5750.0,5881.0,5727.0,5808.5,738522.0
2026-03-16,5808.5,5872.5,5764.5,5842.0,350827.0
2026-03-17,5849.0,5868.5,5801.5,5857.5,260165.0
2026-03-18,5860.5,5914.0,5842.0,5885.0,301564.0
2026-03-19,5799.0,5852.0,5642.5,5673.5,234382.0
2026-03-20,5735.0,5749.5,5592.0,5618.5,462806.0
2026-03-23,5590.0,5590.5,5475.5,5490.0,316325.0
2026-03-24,5590.0,5600.0,5404.5,5513.5,542905.0
2026-03-25,5536.5,5737.5,5536.5,5647.0,342559.0
2026-03-27,5600.0,5627.0,5483.0,5500.0,378825.0
2026-03-30,5480.0,5533.0,5364.5,5423.0,783793.0
2026-04-01,5520.0,5538.0,5433.5,5474.0,252740.0
2026-04-02,5460.0,5471.0,5351.5,5442.0,444248.0
2026-04-06,5420.0,5548.0,5402.0,5535.0,228390.0
2026-04-07,5493.0,5552.5,5384.0,5542.0,204113.0
2026-04-08,5698.5,5698.5,5556.0,5594.5,482250.0
2026-04-09,5620.0,5659.5,5430.5,5475.0,624921.0
2026-04-10,5500.0,5570.0,5405.0,5557.5,339513.0
2026-04-13,5526.5,5613.0,5444.0,5589.0,350782.0
2026-04-15,5670.0,5724.0,5600.5,5654.5,542939.0
2026-04-16,5640.0,5705.5,5534.5,5586.0,455115.0
2026-04-17,5601.5,5750.0,5568.5,5735.5,345936.0
2026-04-20,5736.0,5762.5,5640.5,5700.0,610941.0
2026-04-21,5715.0,5864.5,5685.0,5837.5,270416.0
2026-04-22,5874.0,5924.0,5716.5,5729.5,550506.0
2026-04-23,5724.0,5728.0,5640.5,5671.5,408915.0
2026-04-24,5707.5,5753.5,5665.5,5730.5,470926.0
2026-04-27,5750.0,5804.0,5689.0,5717.5,658091.0
2026-04-28,5723.0,5735.0,5641.0,5662.0,249233.0
2026-04-29,5674.0,5734.5,5665.0,5709.0,363567.0
2026-04-30,5720.0,5752.0,5644.0,5726.0,269033.0
2026-05-04,5730.0,5821.5,5715.0,5792.5,328011.0
2026-05-05,5775.0,5842.5,5734.5,5834.5,710839.0
2026-05-06,5878.0,5880.0,5764.0,5783.0,438886.0
